user_id,home_region,diet,health_profile,spice_pref,age_band,n_interactions
28413,South India,Vegetarian,general,hot,26-35,14
28414,Tamil Nadu,Eggetarian,general,hot,51+,22
28415,Punjab,Vegetarian,diabetic,medium,26-35,21
28416,Telangana,Vegan,general,medium,18-25,10
28417,Kerala,Non-Vegetarian,heart_lowsodium,medium,26-35,18
28418,Karnataka,Vegetarian,general,hot,26-35,40
28419,South India,Non-Vegetarian,general,medium,51+,14
28420,Gujarat,Vegetarian,general,medium,18-25,51
28421,West Bengal,Vegetarian,general,medium,51+,32
28422,Tamil Nadu,Vegan,general,medium,51+,8
28423,Jammu & Kashmir,Non-Vegetarian,heart_lowsodium,hot,51+,20
28424,North India,Eggetarian,heart_lowsodium,hot,26-35,20
28425,Uttar Pradesh,Vegetarian,general,hot,36-50,25
28426,Sindhi (community),Eggetarian,general,medium,36-50,5
28427,West Bengal,Vegetarian,general,medium,26-35,21
28428,Punjab,Non-Vegetarian,heart_lowsodium,medium,36-50,7
28429,Pan-Indian,Vegan,heart_lowsodium,medium,18-25,9
28430,Karnataka,Vegetarian,heart_lowsodium,medium,18-25,19
28431,Punjab,Eggetarian,general,medium,18-25,5
28432,North India,Vegetarian,diabetic,medium,51+,17
28433,South India,Vegetarian,heart_lowsodium,medium,18-25,7
28434,Gujarat,Non-Vegetarian,general,medium,26-35,25
28435,Tamil Nadu,Vegetarian,general,hot,51+,27
28436,Tamil Nadu,Vegetarian,general,mild,26-35,24
28437,Pan-Indian,Non-Vegetarian,heart_lowsodium,hot,18-25,13
28438,Tamil Nadu,Eggetarian,general,medium,26-35,5
28439,Goa,Vegetarian,general,medium,36-50,13
28440,Kerala,Eggetarian,weight_loss,hot,26-35,33
28441,Maharashtra,Non-Vegetarian,weight_loss,hot,36-50,17
28442,Pan-Indian,Vegetarian,general,mild,26-35,5
28443,Goa,Vegan,general,mild,36-50,5
28444,Kerala,Vegan,general,hot,18-25,6
28445,Gujarat,Vegan,general,medium,36-50,38
28446,West Bengal,Vegetarian,diabetic,hot,36-50,21
28447,Pan-Indian,Vegetarian,heart_lowsodium,medium,26-35,6
28448,North India,Non-Vegetarian,weight_loss,medium,26-35,10
28449,Tamil Nadu,Vegan,general,hot,26-35,10
28450,Pan-Indian,Eggetarian,heart_lowsodium,mild,26-35,8
28451,Pan-Indian,Vegetarian,general,hot,36-50,40
28452,Punjab,Non-Vegetarian,diabetic,medium,26-35,36
28453,Mughlai (North India),Vegetarian,general,hot,26-35,37
28454,Pan-Indian,Vegetarian,general,hot,36-50,21
28455,Tamil Nadu,Vegan,general,hot,51+,5
28456,Punjab,Non-Vegetarian,general,hot,18-25,11
28457,Mughlai (North India),Non-Vegetarian,diabetic,medium,18-25,8
28458,Karnataka,Vegetarian,general,hot,51+,30
28459,West Bengal,Non-Vegetarian,general,mild,51+,14
28460,Pan-Indian,Vegetarian,heart_lowsodium,mild,36-50,13
28461,Pan-Indian,Eggetarian,heart_lowsodium,mild,36-50,6
28462,Pan-Indian,Non-Vegetarian,weight_loss,hot,18-25,17
28463,Pan-Indian,Non-Vegetarian,general,medium,26-35,21
28464,Punjab,Non-Vegetarian,general,medium,18-25,68
28465,Tamil Nadu,Non-Vegetarian,general,hot,26-35,10
28466,Tamil Nadu,Vegetarian,general,hot,18-25,23
28467,Punjab,Vegetarian,diabetic,hot,51+,6
28468,Gujarat,Non-Vegetarian,weight_loss,medium,26-35,13
28469,Pan-Indian,Non-Vegetarian,general,hot,18-25,19
28470,Gujarat,Non-Vegetarian,general,medium,18-25,12
28471,Karnataka,Eggetarian,general,hot,18-25,21
28472,Pan-Indian,Non-Vegetarian,general,medium,51+,23
28473,Pan-Indian,Vegan,heart_lowsodium,medium,36-50,7
28474,Pan-Indian,Non-Vegetarian,general,mild,18-25,8
28475,Punjab,Non-Vegetarian,heart_lowsodium,hot,36-50,30
28476,Kerala,Vegetarian,diabetic,hot,26-35,5
28477,Mughlai (North India),Eggetarian,heart_lowsodium,medium,26-35,32
28478,Pan-Indian,Vegetarian,general,hot,26-35,31
28479,Sindhi (community),Non-Vegetarian,diabetic,medium,18-25,9
28480,Andhra Pradesh,Vegetarian,weight_loss,medium,26-35,25
28481,Uttar Pradesh,Vegetarian,general,mild,51+,74
28482,Mughlai (North India),Non-Vegetarian,general,mild,18-25,7
28483,Uttar Pradesh,Vegan,general,hot,51+,7
28484,Pan-Indian,Non-Vegetarian,heart_lowsodium,medium,51+,15
28485,South India,Non-Vegetarian,heart_lowsodium,medium,26-35,5
28486,South India,Non-Vegetarian,heart_lowsodium,medium,26-35,5
28487,Jammu & Kashmir,Vegan,diabetic,mild,36-50,19
28488,Maharashtra,Eggetarian,diabetic,hot,36-50,12
28489,Kerala,Eggetarian,general,mild,26-35,6
28490,West Bengal,Non-Vegetarian,diabetic,hot,51+,12
28491,South India,Non-Vegetarian,general,medium,18-25,5
28492,Pan-Indian,Vegetarian,general,medium,36-50,19
28493,Pan-Indian,Vegetarian,diabetic,hot,36-50,29
28494,Pan-Indian,Vegetarian,general,hot,18-25,71
28495,Pan-Indian,Non-Vegetarian,general,medium,36-50,27
28496,Karnataka,Non-Vegetarian,heart_lowsodium,hot,36-50,6
28497,Maharashtra,Vegetarian,general,hot,26-35,102
28498,Karnataka,Non-Vegetarian,heart_lowsodium,mild,36-50,27
28499,Kerala,Vegetarian,general,hot,18-25,23
28500,Pan-Indian,Vegan,heart_lowsodium,hot,51+,8
28501,West Bengal,Vegan,general,hot,36-50,26
28502,South India,Non-Vegetarian,general,mild,36-50,12
28503,South India,Vegan,general,medium,18-25,10
28504,North India,Vegetarian,general,medium,18-25,11
28505,Himachal Pradesh,Non-Vegetarian,general,medium,51+,10
28506,Pan-Indian,Non-Vegetarian,general,mild,26-35,16
28507,Karnataka,Non-Vegetarian,general,hot,36-50,13
28508,Gujarat,Vegetarian,general,mild,36-50,10
28509,North India,Eggetarian,heart_lowsodium,medium,36-50,20
28510,Pan-Indian,Non-Vegetarian,heart_lowsodium,hot,26-35,29
28511,Tamil Nadu,Non-Vegetarian,general,medium,18-25,12
28512,Mughlai (North India),Non-Vegetarian,general,hot,26-35,8
28513,Andhra Pradesh,Non-Vegetarian,general,medium,51+,20
28514,Tamil Nadu,Vegetarian,heart_lowsodium,hot,51+,5
28515,Pan-Indian,Vegetarian,general,hot,18-25,19
28516,Punjab,Non-Vegetarian,general,mild,18-25,14
28517,Pan-Indian,Eggetarian,general,hot,18-25,16
28518,Pan-Indian,Vegetarian,general,medium,26-35,13
28519,Karnataka,Vegetarian,general,medium,36-50,23
28520,Bihar,Vegetarian,diabetic,medium,36-50,6
28521,Mughlai (North India),Non-Vegetarian,general,hot,26-35,12
28522,North India,Non-Vegetarian,general,medium,36-50,9
28523,Bihar,Vegetarian,general,medium,18-25,11
28524,Maharashtra,Non-Vegetarian,diabetic,mild,18-25,6
28525,Gujarat,Vegan,general,hot,36-50,17
28526,West Bengal,Vegetarian,general,medium,26-35,22
28527,Maharashtra,Non-Vegetarian,general,medium,26-35,11
28528,Sindhi (community),Non-Vegetarian,weight_loss,medium,26-35,32
28529,Kerala,Vegetarian,general,medium,18-25,22
28530,Gujarat,Vegetarian,general,medium,18-25,55
28531,Gujarat,Eggetarian,general,mild,36-50,25
28532,Pan-Indian,Vegetarian,heart_lowsodium,hot,26-35,19
28533,Punjab,Non-Vegetarian,general,hot,36-50,32
28534,Kerala,Vegan,heart_lowsodium,hot,36-50,22
28535,Pan-Indian,Non-Vegetarian,heart_lowsodium,mild,36-50,31
28536,Kerala,Non-Vegetarian,diabetic,hot,26-35,66
28537,North India,Vegetarian,general,medium,18-25,6
28538,Telangana,Vegetarian,general,medium,36-50,18
28539,Pan-Indian,Vegetarian,heart_lowsodium,medium,51+,20
28540,Kerala,Vegan,diabetic,mild,36-50,6
28541,South India,Eggetarian,general,mild,26-35,40
28542,Pan-Indian,Vegetarian,general,medium,18-25,18
28543,Pan-Indian,Non-Vegetarian,general,hot,26-35,8
28544,Pan-Indian,Vegetarian,general,medium,26-35,11
28545,Kerala,Vegetarian,general,medium,26-35,24
28546,West Bengal,Eggetarian,general,medium,26-35,27
28547,South India,Non-Vegetarian,heart_lowsodium,medium,36-50,9
28548,West India,Vegetarian,general,medium,36-50,11
28549,Pan-Indian,Vegetarian,general,medium,51+,20
28550,Punjab,Vegetarian,general,mild,26-35,6
28551,Mughlai (North India),Non-Vegetarian,general,hot,36-50,8
28552,South India,Vegetarian,weight_loss,mild,26-35,8
28553,South India,Non-Vegetarian,general,medium,26-35,9
28554,Karnataka,Vegetarian,general,medium,51+,24
28555,Punjab,Vegetarian,heart_lowsodium,hot,18-25,20
28556,Pan-Indian,Non-Vegetarian,general,medium,36-50,16
28557,Telangana,Non-Vegetarian,general,hot,36-50,5
28558,Karnataka,Vegetarian,general,hot,18-25,55
28559,Mughlai (North India),Vegetarian,general,mild,26-35,14
28560,Pan-Indian,Vegetarian,general,mild,36-50,9
28561,Pan-Indian,Vegan,heart_lowsodium,mild,26-35,14
28562,Kerala,Non-Vegetarian,general,hot,36-50,16
28563,West Bengal,Non-Vegetarian,general,medium,26-35,24
28564,South India,Vegetarian,general,medium,26-35,5
28565,Pan-Indian,Vegetarian,diabetic,mild,18-25,18
28566,Mughlai (North India),Vegetarian,weight_loss,hot,26-35,14
28567,Kerala,Vegetarian,diabetic,medium,26-35,18
28568,Tamil Nadu,Non-Vegetarian,general,hot,36-50,45
28569,Pan-Indian,Non-Vegetarian,weight_loss,hot,18-25,13
28570,Maharashtra,Vegetarian,diabetic,medium,26-35,9
28571,South India,Vegetarian,diabetic,hot,18-25,8
28572,Tamil Nadu,Vegetarian,general,medium,26-35,24
28573,West Bengal,Vegetarian,weight_loss,hot,36-50,95
28574,Pan-Indian,Vegetarian,general,hot,18-25,14
28575,South India,Vegan,general,mild,51+,23
28576,Uttar Pradesh,Vegetarian,general,mild,36-50,15
28577,Tamil Nadu,Eggetarian,general,medium,26-35,6
28578,Bihar,Non-Vegetarian,general,medium,18-25,11
28579,Andhra Pradesh,Vegetarian,heart_lowsodium,hot,26-35,9
28580,Pan-Indian,Non-Vegetarian,general,medium,18-25,9
28581,North India,Non-Vegetarian,general,hot,26-35,37
28582,Jammu & Kashmir,Eggetarian,heart_lowsodium,medium,36-50,13
28583,Kerala,Vegetarian,weight_loss,medium,18-25,21
28584,Karnataka,Vegan,general,mild,36-50,10
28585,Tamil Nadu,Vegan,general,mild,26-35,41
28586,Kerala,Vegetarian,heart_lowsodium,medium,51+,10
28587,Sindhi (community),Non-Vegetarian,general,medium,36-50,24
28588,Karnataka,Vegetarian,general,medium,26-35,24
28589,Pan-Indian,Vegan,diabetic,medium,51+,22
28590,Mughlai (North India),Vegan,diabetic,medium,18-25,51
28591,Kerala,Vegan,general,mild,18-25,14
28592,Pan-Indian,Vegetarian,heart_lowsodium,hot,26-35,29
28593,South India,Vegetarian,diabetic,medium,26-35,16
28594,North India,Vegan,general,medium,26-35,10
28595,North India,Eggetarian,general,medium,26-35,30
28596,Andhra Pradesh,Vegetarian,heart_lowsodium,mild,26-35,13
28597,Kerala,Vegetarian,diabetic,hot,51+,27
28598,Tamil Nadu,Non-Vegetarian,general,hot,51+,6
28599,Punjab,Vegetarian,general,hot,18-25,8
28600,Pan-Indian,Vegetarian,general,medium,51+,5
28601,Uttar Pradesh,Non-Vegetarian,weight_loss,hot,18-25,57
28602,Mughlai (North India),Vegetarian,general,hot,36-50,12
28603,Jammu & Kashmir,Non-Vegetarian,general,hot,51+,29
28604,Pan-Indian,Vegetarian,weight_loss,medium,51+,7
28605,Tamil Nadu,Non-Vegetarian,general,hot,36-50,25
28606,North India,Vegan,general,hot,18-25,6
28607,Pan-Indian,Eggetarian,general,hot,18-25,5
28608,Pan-Indian,Vegetarian,diabetic,medium,51+,5
28609,Telangana,Vegetarian,heart_lowsodium,hot,51+,12
28610,Pan-Indian,Vegetarian,general,medium,36-50,36
28611,South India,Non-Vegetarian,general,hot,26-35,9
28612,West Bengal,Vegan,general,medium,36-50,32
28613,Karnataka,Non-Vegetarian,heart_lowsodium,medium,18-25,37
28614,Pan-Indian,Vegetarian,diabetic,medium,18-25,5
28615,Punjab,Non-Vegetarian,diabetic,hot,26-35,13
28616,Gujarat,Non-Vegetarian,general,medium,36-50,14
28617,Bihar,Non-Vegetarian,general,medium,26-35,5
28618,Gujarat,Vegetarian,general,mild,51+,11
28619,Pan-Indian,Non-Vegetarian,general,hot,36-50,11
28620,Punjab,Vegetarian,general,medium,18-25,24
28621,Punjab,Non-Vegetarian,general,medium,18-25,8
28622,Punjab,Vegetarian,heart_lowsodium,medium,18-25,48
28623,West Bengal,Non-Vegetarian,general,hot,51+,8
28624,Kerala,Vegan,general,medium,26-35,15
28625,Maharashtra,Non-Vegetarian,heart_lowsodium,hot,18-25,6
28626,North India,Non-Vegetarian,general,medium,36-50,20
28627,Pan-Indian,Vegetarian,heart_lowsodium,medium,26-35,23
28628,Mughlai (North India),Vegan,general,medium,18-25,7
28629,Pan-Indian,Eggetarian,general,hot,36-50,38
28630,West Bengal,Vegan,general,mild,51+,9
28631,Kerala,Non-Vegetarian,general,hot,26-35,37
28632,Pan-Indian,Non-Vegetarian,heart_lowsodium,hot,36-50,12
28633,Andhra Pradesh,Vegetarian,diabetic,medium,36-50,7
28634,Pan-Indian,Non-Vegetarian,general,hot,26-35,15
28635,Uttar Pradesh,Vegetarian,weight_loss,medium,18-25,22
28636,Maharashtra,Vegetarian,diabetic,mild,18-25,48
28637,Tamil Nadu,Vegan,weight_loss,medium,36-50,20
28638,Bihar,Vegan,general,hot,36-50,40
28639,Punjab,Eggetarian,general,hot,26-35,9
28640,Pan-Indian,Vegetarian,heart_lowsodium,medium,18-25,9
28641,Tamil Nadu,Non-Vegetarian,general,hot,26-35,14
28642,Punjab,Vegan,general,hot,26-35,18
28643,Punjab,Vegetarian,weight_loss,mild,36-50,23
28644,Rajasthan,Non-Vegetarian,diabetic,hot,51+,8
28645,Jammu & Kashmir,Eggetarian,general,medium,51+,21
28646,North India,Vegan,general,hot,26-35,30
28647,Maharashtra,Vegetarian,diabetic,medium,18-25,23
28648,Pan-Indian,Non-Vegetarian,heart_lowsodium,hot,26-35,15
28649,Tamil Nadu,Vegetarian,general,hot,26-35,20
28650,Punjab,Non-Vegetarian,general,hot,18-25,5
28651,Pan-Indian,Non-Vegetarian,general,medium,26-35,18
28652,Maharashtra,Non-Vegetarian,general,hot,36-50,10
28653,Pan-Indian,Non-Vegetarian,general,hot,36-50,19
28654,North India,Vegetarian,general,hot,51+,10
28655,Tamil Nadu,Non-Vegetarian,general,hot,26-35,9
28656,North India,Vegan,general,mild,51+,8
28657,South India,Non-Vegetarian,general,medium,26-35,19
28658,Pan-Indian,Vegan,weight_loss,hot,36-50,11
28659,North India,Non-Vegetarian,general,hot,26-35,9
28660,Pan-Indian,Vegetarian,general,mild,51+,15
28661,Maharashtra,Vegetarian,general,medium,18-25,9
28662,Punjab,Vegetarian,weight_loss,mild,26-35,17
28663,North India,Vegan,weight_loss,medium,51+,26
28664,Kerala,Vegetarian,heart_lowsodium,hot,51+,45
28665,South India,Non-Vegetarian,general,mild,36-50,11
28666,West Bengal,Vegan,weight_loss,medium,51+,5
28667,Goa,Eggetarian,diabetic,mild,51+,5
28668,Maharashtra,Non-Vegetarian,general,medium,26-35,14
28669,South India,Non-Vegetarian,heart_lowsodium,medium,26-35,12
28670,Pan-Indian,Vegan,diabetic,medium,18-25,28
28671,Pan-Indian,Eggetarian,general,mild,51+,15
28672,Karnataka,Vegetarian,heart_lowsodium,medium,51+,13
28673,Kerala,Non-Vegetarian,general,medium,18-25,24
28674,Gujarat,Vegetarian,general,medium,36-50,59
28675,Pan-Indian,Eggetarian,diabetic,hot,26-35,10
28676,Bihar,Eggetarian,general,medium,18-25,37
28677,North India,Vegan,diabetic,mild,26-35,27
28678,Pan-Indian,Vegetarian,diabetic,medium,36-50,40
28679,Pan-Indian,Vegetarian,general,mild,26-35,17
28680,Tamil Nadu,Eggetarian,general,medium,26-35,31
28681,Punjab,Eggetarian,general,medium,51+,6
28682,Maharashtra,Vegetarian,general,mild,18-25,22
28683,Pan-Indian,Non-Vegetarian,general,hot,36-50,9
28684,Pan-Indian,Non-Vegetarian,general,medium,36-50,6
28685,South India,Non-Vegetarian,general,medium,18-25,37
28686,Tamil Nadu,Vegan,heart_lowsodium,medium,18-25,30
28687,Tamil Nadu,Vegan,heart_lowsodium,medium,26-35,10
28688,Pan-Indian,Non-Vegetarian,general,medium,18-25,53
28689,Mughlai (North India),Eggetarian,general,mild,18-25,14
28690,South India,Non-Vegetarian,heart_lowsodium,hot,36-50,23
28691,Gujarat,Vegetarian,general,medium,26-35,7
28692,Rajasthan,Vegetarian,general,medium,36-50,11
28693,Tamil Nadu,Non-Vegetarian,diabetic,hot,26-35,16
28694,Andhra Pradesh,Non-Vegetarian,diabetic,hot,26-35,7
28695,Karnataka,Vegetarian,diabetic,mild,18-25,13
28696,Karnataka,Vegan,general,mild,18-25,31
28697,Pan-Indian,Vegan,general,medium,51+,46
28698,Andhra Pradesh,Vegetarian,general,medium,18-25,25
28699,Tamil Nadu,Vegetarian,general,medium,18-25,10
28700,North India,Eggetarian,general,medium,26-35,24
28701,Tamil Nadu,Non-Vegetarian,weight_loss,mild,18-25,35
28702,North India,Vegetarian,general,hot,36-50,5
28703,Andhra Pradesh,Vegetarian,general,hot,18-25,12
28704,Pan-Indian,Vegetarian,general,medium,36-50,5
28705,West Bengal,Eggetarian,heart_lowsodium,hot,26-35,11
28706,Andhra Pradesh,Vegan,weight_loss,hot,51+,36
28707,Pan-Indian,Non-Vegetarian,general,medium,26-35,5
28708,Goa,Non-Vegetarian,general,mild,36-50,9
28709,Maharashtra,Vegan,diabetic,mild,51+,29
28710,Tamil Nadu,Non-Vegetarian,general,medium,26-35,11
28711,Pan-Indian,Non-Vegetarian,general,medium,36-50,27
28712,Gujarat,Eggetarian,diabetic,hot,18-25,24
28713,Punjab,Non-Vegetarian,general,mild,51+,5
28714,Mughlai (North India),Vegan,diabetic,hot,26-35,6
28715,Punjab,Vegan,heart_lowsodium,medium,36-50,50
28716,Tamil Nadu,Vegetarian,general,hot,26-35,8
28717,North India,Vegan,general,medium,26-35,21
28718,West Bengal,Eggetarian,heart_lowsodium,hot,36-50,14
28719,Andhra Pradesh,Vegetarian,general,medium,26-35,5
28720,Gujarat,Vegetarian,general,hot,36-50,43
28721,Pan-Indian,Non-Vegetarian,general,medium,18-25,5
28722,Pan-Indian,Non-Vegetarian,general,medium,18-25,12
28723,Pan-Indian,Non-Vegetarian,general,mild,36-50,19
28724,Punjab,Vegetarian,diabetic,hot,18-25,12
28725,Tamil Nadu,Non-Vegetarian,general,medium,36-50,26
28726,Assam,Vegan,general,medium,36-50,30
28727,Kerala,Non-Vegetarian,general,medium,18-25,26
28728,Punjab,Vegetarian,weight_loss,medium,36-50,15
28729,Jammu & Kashmir,Non-Vegetarian,general,medium,26-35,17
28730,Punjab,Vegan,general,medium,36-50,31
28731,Pan-Indian,Non-Vegetarian,weight_loss,medium,36-50,5
28732,Pan-Indian,Non-Vegetarian,general,medium,36-50,46
28733,Punjab,Vegetarian,heart_lowsodium,medium,36-50,5
28734,Pan-Indian,Non-Vegetarian,general,mild,36-50,19
28735,Pan-Indian,Vegetarian,general,mild,18-25,16
28736,Nagaland,Vegan,general,hot,18-25,33
28737,Pan-Indian,Eggetarian,general,medium,51+,11
28738,North India,Vegan,weight_loss,medium,36-50,6
28739,Maharashtra,Vegetarian,general,hot,51+,10
28740,Punjab,Eggetarian,general,medium,51+,12
28741,Jammu & Kashmir,Vegetarian,diabetic,medium,36-50,19
28742,Maharashtra,Non-Vegetarian,weight_loss,mild,51+,16
28743,West Bengal,Vegetarian,general,hot,26-35,11
28744,Bihar,Eggetarian,weight_loss,medium,26-35,5
28745,West Bengal,Non-Vegetarian,weight_loss,mild,36-50,17
28746,Karnataka,Eggetarian,weight_loss,medium,26-35,8
28747,West Bengal,Vegetarian,general,medium,18-25,45
28748,Karnataka,Vegetarian,general,mild,51+,24
28749,Pan-Indian,Vegan,general,hot,26-35,10
28750,Rajasthan,Vegetarian,heart_lowsodium,medium,36-50,12
28751,Pan-Indian,Non-Vegetarian,diabetic,medium,26-35,51
28752,Maharashtra,Vegan,diabetic,hot,36-50,36
28753,Kerala,Vegetarian,general,mild,26-35,11
28754,Pan-Indian,Non-Vegetarian,diabetic,medium,51+,29
28755,Pan-Indian,Non-Vegetarian,diabetic,mild,26-35,7
28756,Himachal Pradesh,Vegetarian,general,medium,18-25,6
28757,Bihar,Eggetarian,general,mild,18-25,5
28758,Pan-Indian,Eggetarian,general,medium,18-25,11
28759,Punjab,Non-Vegetarian,general,hot,36-50,12
28760,Himachal Pradesh,Vegetarian,general,mild,36-50,44
28761,North India,Non-Vegetarian,general,hot,18-25,11
28762,Pan-Indian,Vegetarian,weight_loss,mild,36-50,8
28763,North India,Non-Vegetarian,heart_lowsodium,mild,51+,9
28764,Maharashtra,Non-Vegetarian,diabetic,medium,26-35,18
28765,Rajasthan,Non-Vegetarian,general,medium,26-35,9
28766,West Bengal,Vegetarian,diabetic,mild,18-25,10
28767,Bihar,Non-Vegetarian,general,hot,51+,63
28768,Assam,Vegetarian,general,mild,26-35,7
28769,Mughlai (North India),Vegan,weight_loss,mild,26-35,13
28770,Sindhi (community),Eggetarian,general,mild,36-50,9
28771,Punjab,Vegetarian,diabetic,medium,18-25,7
28772,Pan-Indian,Vegetarian,heart_lowsodium,hot,26-35,29
28773,Pan-Indian,Eggetarian,general,medium,26-35,8
28774,West Bengal,Vegetarian,general,hot,26-35,9
28775,South India,Vegetarian,heart_lowsodium,hot,26-35,27
28776,Rajasthan,Vegan,general,hot,36-50,5
28777,South India,Vegan,general,hot,18-25,57
28778,Pan-Indian,Vegetarian,general,medium,36-50,22
28779,Goa,Non-Vegetarian,general,hot,26-35,36
28780,Pan-Indian,Non-Vegetarian,heart_lowsodium,medium,36-50,52
28781,Rajasthan,Non-Vegetarian,weight_loss,medium,36-50,10
28782,Maharashtra,Non-Vegetarian,general,mild,26-35,22
28783,Karnataka,Vegan,diabetic,hot,36-50,10
28784,Gujarat,Vegan,general,hot,51+,11
28785,North India,Vegetarian,weight_loss,medium,26-35,7
28786,Kerala,Vegetarian,heart_lowsodium,medium,36-50,8
28787,Pan-Indian,Vegetarian,general,medium,51+,18
28788,Pan-Indian,Vegetarian,weight_loss,hot,36-50,16
28789,Pan-Indian,Vegetarian,weight_loss,medium,18-25,19
28790,Pan-Indian,Vegetarian,weight_loss,hot,26-35,20
28791,Punjab,Non-Vegetarian,diabetic,mild,51+,49
28792,South India,Non-Vegetarian,diabetic,hot,18-25,16
28793,Pan-Indian,Non-Vegetarian,heart_lowsodium,hot,36-50,10
28794,Gujarat,Vegetarian,general,mild,26-35,10
28795,Pan-Indian,Vegetarian,weight_loss,medium,51+,34
28796,Maharashtra,Eggetarian,general,mild,18-25,16
28797,Maharashtra,Vegan,general,hot,36-50,12
28798,West Bengal,Vegan,diabetic,medium,18-25,6
28799,Uttar Pradesh,Vegetarian,general,medium,26-35,11
28800,West Bengal,Vegetarian,general,hot,18-25,20
28801,Maharashtra,Vegetarian,heart_lowsodium,hot,18-25,5
28802,North India,Vegan,weight_loss,medium,36-50,35
28803,North India,Non-Vegetarian,general,mild,26-35,7
28804,Tamil Nadu,Non-Vegetarian,general,medium,36-50,8
28805,Tamil Nadu,Vegetarian,heart_lowsodium,mild,18-25,9
28806,Kerala,Vegan,weight_loss,mild,26-35,5
28807,Pan-Indian,Non-Vegetarian,heart_lowsodium,hot,51+,7
28808,Tamil Nadu,Vegetarian,general,medium,26-35,33
28809,South India,Non-Vegetarian,general,mild,26-35,12
28810,Punjab,Non-Vegetarian,weight_loss,hot,36-50,56
28811,Pan-Indian,Vegetarian,general,mild,18-25,12
28812,Karnataka,Vegetarian,heart_lowsodium,mild,18-25,5
28813,Bihar,Vegan,heart_lowsodium,medium,51+,29
28814,South India,Vegetarian,general,hot,51+,26
28815,Kerala,Non-Vegetarian,heart_lowsodium,medium,36-50,7
28816,Pan-Indian,Non-Vegetarian,diabetic,hot,18-25,11
28817,Tamil Nadu,Vegetarian,general,medium,36-50,15
28818,Tamil Nadu,Vegetarian,heart_lowsodium,hot,36-50,19
28819,Punjab,Vegetarian,general,medium,36-50,6
28820,Punjab,Vegan,heart_lowsodium,mild,36-50,8
28821,West Bengal,Vegetarian,general,hot,36-50,22
28822,Pan-Indian,Non-Vegetarian,general,medium,51+,7
28823,Tamil Nadu,Non-Vegetarian,weight_loss,hot,18-25,33
28824,Kerala,Vegan,general,medium,18-25,11
28825,Rajasthan,Vegan,heart_lowsodium,hot,26-35,15
28826,Pan-Indian,Non-Vegetarian,general,hot,18-25,10
28827,West Bengal,Non-Vegetarian,general,hot,36-50,13
28828,Andhra Pradesh,Non-Vegetarian,general,medium,36-50,36
28829,Pan-Indian,Vegetarian,general,hot,18-25,9
28830,Punjab,Non-Vegetarian,heart_lowsodium,hot,36-50,12
28831,Pan-Indian,Non-Vegetarian,general,hot,18-25,16
28832,Punjab,Vegetarian,heart_lowsodium,medium,26-35,14
28833,Bihar,Vegetarian,general,medium,26-35,20
28834,Tamil Nadu,Vegetarian,general,mild,26-35,27
28835,West Bengal,Vegan,general,medium,26-35,11
28836,Karnataka,Vegetarian,general,hot,26-35,39
28837,Rajasthan,Non-Vegetarian,general,mild,26-35,21
28838,Gujarat,Eggetarian,general,medium,51+,6
28839,Uttar Pradesh,Vegan,heart_lowsodium,hot,26-35,5
28840,West Bengal,Eggetarian,weight_loss,medium,51+,12
28841,Tamil Nadu,Vegetarian,heart_lowsodium,hot,26-35,28
28842,North India,Non-Vegetarian,heart_lowsodium,medium,26-35,34
28843,Karnataka,Eggetarian,general,hot,18-25,8
28844,Uttar Pradesh,Non-Vegetarian,heart_lowsodium,hot,26-35,13
28845,West Bengal,Non-Vegetarian,weight_loss,hot,26-35,7
28846,Mughlai (North India),Vegetarian,general,hot,18-25,12
28847,Uttar Pradesh,Vegan,general,hot,18-25,7
28848,Karnataka,Vegan,general,medium,51+,8
28849,South India,Non-Vegetarian,general,hot,36-50,26
28850,Telangana,Eggetarian,general,hot,18-25,13
28851,Goa,Vegetarian,diabetic,medium,18-25,31
28852,Tamil Nadu,Non-Vegetarian,heart_lowsodium,medium,51+,12
28853,North India,Vegan,general,hot,18-25,18
28854,Tamil Nadu,Vegan,weight_loss,hot,18-25,22
28855,Tamil Nadu,Vegetarian,general,hot,18-25,18
28856,Uttar Pradesh,Vegan,general,hot,51+,17
28857,Tamil Nadu,Vegan,general,medium,51+,11
28858,Telangana,Vegetarian,general,hot,26-35,15
28859,Pan-Indian,Non-Vegetarian,heart_lowsodium,mild,26-35,17
28860,Pan-Indian,Non-Vegetarian,general,medium,26-35,14
28861,Bihar,Vegetarian,general,hot,36-50,9
28862,Tamil Nadu,Non-Vegetarian,general,hot,18-25,12
28863,Kerala,Non-Vegetarian,general,medium,18-25,26
28864,Pan-Indian,Non-Vegetarian,heart_lowsodium,mild,51+,12
28865,Kerala,Non-Vegetarian,diabetic,medium,36-50,28
28866,West Bengal,Vegan,general,medium,18-25,8
28867,Tamil Nadu,Vegetarian,general,medium,18-25,12
28868,Pan-Indian,Non-Vegetarian,general,medium,26-35,56
28869,Punjab,Non-Vegetarian,diabetic,medium,26-35,5
28870,Kerala,Non-Vegetarian,general,medium,18-25,7
28871,Andhra Pradesh,Vegetarian,general,hot,36-50,20
28872,Gujarat,Vegetarian,general,mild,26-35,18
28873,Pan-Indian,Non-Vegetarian,heart_lowsodium,mild,36-50,5
28874,Pan-Indian,Non-Vegetarian,general,hot,26-35,6
